angle_deg,seed,set_id,kappa,kr_hat,P32_hat
180,29,5,27.94,3.5,0.9356637719491786
0,30,1,14.88,2.833,0.8692621974528136
0,30,2,13.34,2.767,0.8439526182231882
0,30,3,10.64,2.633,1.2059420261005214
0,30,5,25.82,3.767,0.7791095904514935
24,30,1,14.23,3.033,0.8599885526249378
24,30,2,22.2,2.767,0.9780091132421923
24,30,3,11.79,2.7,0.9541323377060386
24,30,5,22.18,4.1,0.7117556864470528
132,29,1,13.3,3.1,0.7600903846484892
132,29,2,24.32,3.167,0.8402776119515117
132,29,3,12.4,2.833,0.855108221097711
132,29,5,25.53,3.433,0.9578177432941347
168,29,1,13.79,2.9,0.8538004842237
168,29,2,17.04,2.5,0.9295986209796248
168,29,3,11.9,2.967,0.8845785550696231
168,29,5,26.96,3.5,0.9237578203801047
12,30,1,15.06,2.767,0.8767066307829128
12,30,2,18.66,2.767,0.9768801268044504
12,30,3,10.57,2.567,1.112986131746842
12,30,5,25.08,4.033,0.7204720299564106
120,29,1,11.17,2.7,0.6655792546891041
120,29,2,24.86,3.367,0.8305382312917458
120,29,3,12.43,2.9,0.8467215384692455
120,29,5,24.41,3.567,1.0378722573231745
144,29,1,13.13,2.9,0.777818411617894
144,29,2,22.34,3.3,0.8284399245777835
144,29,3,12.11,2.967,0.8407380709328123
144,29,5,25.11,3.5,0.9707373692365419
156,29,1,13.38,3.1,0.812325019760858
156,29,2,20.04,3.033,0.7738072717215452
156,29,3,11.98,3.033,0.8518136208345789
156,29,5,25.28,3.5,0.9051229438019075
108,29,1,10.49,2.767,0.6082722195584657
108,29,2,23.57,3.367,0.7798914969589874
108,29,3,12.23,2.833,0.895346046257931
108,29,5,26.03,3.433,1.0379063953493146
36,30,1,14.69,2.9,0.8282250889429238
36,30,2,22.4,2.767,1.0571122752797042
36,30,3,10.81,2.7,0.9006118544817147
36,30,5,23.39,4.1,0.8292547300139939
48,30,1,14.59,3.167,0.827135806621467
48,30,2,21.32,2.833,1.074760788685472
48,30,3,11.61,2.5,0.8363291120632695
48,30,5,21.83,3.9,0.7685539200380466
60,30,1,14.61,3.1,0.8327349269488133
60,30,2,21.44,3.033,1.0150509184638925
60,30,3,8.8,2.9,0.8714613747791479
60,30,5,23.16,3.967,0.7731451189351282
96,30,1,13.17,2.633,0.7339068511227004
96,30,2,18.42,2.967,1.136256311195865
96,30,3,9.83,2.633,1.150761775195592
96,30,5,25.87,3.633,0.7974526646550043
120,30,1,13.51,2.767,0.8127604894786313
120,30,2,16.01,3.233,1.068814686368642
120,30,3,10.32,2.567,1.3093840008652273
120,30,5,24.69,3.967,0.776331764630599
72,30,1,14.77,2.9,0.8080826160372466
72,30,2,20.19,2.9,1.0416664060158756
72,30,3,8.48,3.633,0.8134719459112387
72,30,5,23.72,3.967,0.7662408031885356
84,30,1,16.51,2.833,0.7302396172543556
84,30,2,18.66,2.967,1.0816691919631747
84,30,3,9.83,2.833,1.086844362618327
84,30,5,23.61,3.833,0.783943756836937
132,30,1,14.87,2.767,0.752648931824011
132,30,2,15.21,3.233,1.0188077951258505
132,30,3,11.16,2.767,1.1859534011632393
132,30,5,24.93,3.7,0.7841670580321907
156,30,1,15.61,2.9,0.8179847674115168
156,30,2,17.14,2.967,1.0228466515512316
156,30,3,10.98,2.833,1.120527644058924
156,30,5,22.78,3.833,0.7454156267641949
108,30,1,13.04,2.767,0.9007463067808474
108,30,2,17.34,3.167,1.104477441210128
108,30,3,9.99,2.567,1.2977268422717767
108,30,5,24.33,3.767,0.7739483084214234
144,30,1,13.92,2.9,0.7745041357529987
144,30,2,17.37,3.167,0.9630351599672273
144,30,3,11.13,2.833,1.1381023571193012
144,30,5,23.56,3.5,0.7792022341760113
180,30,1,15.13,2.833,0.8535876043189062
180,30,2,16.98,3.767,0.7349691261908365
180,30,3,12.1,3.033,0.9857562491230444
180,30,5,20.63,3.767,0.6372046196252452
168,30,1,12.81,2.967,0.8760591716592695
168,30,2,15.21,3.233,0.9798146217831767
168,30,3,10.74,2.9,1.0731294774519493
168,30,5,21.41,4.1,0.7071404452939712
