angle_deg,seed,set_id,kappa,kr_hat,P32_hat
132,8,3,16.36,2.7,0.9505165453785018
132,8,5,24.1,3.367,1.1406456455755918
120,8,1,11.22,3.167,0.6284727593939552
120,8,2,19.64,2.633,1.189536503203531
120,8,3,15.91,2.633,0.8773826218386579
120,8,5,25.81,3.3,1.0947517133345204
96,8,1,10.56,2.833,0.7241148285446121
96,8,2,18.68,2.767,0.8266752776592747
96,8,3,14.2,2.5,1.0685855409261962
96,8,5,26.11,3.233,1.10710878245474
144,8,1,13.89,2.767,0.6896536883753939
144,8,2,20.38,2.433,1.0688457190384275
144,8,3,15.78,2.767,0.950700095627181
144,8,5,23.75,3.433,1.156061073862745
156,8,1,13.82,2.633,0.9112946044447002
156,8,2,20.56,2.5,1.2368412457784261
156,8,3,15.6,2.7,0.9372397282156878
156,8,5,24.38,3.233,1.115427552594334
12,9,1,14.18,2.967,0.8002807203867444
12,9,2,18.24,2.767,0.9793016270533712
12,9,3,11.85,3.433,0.6866220115697114
12,9,5,23.7,2.967,1.1856682418186866
24,9,1,13.93,3.033,0.8120019180301137
24,9,2,18.09,2.833,0.965964986298397
24,9,3,11.69,3.567,0.6542285892921388
24,9,5,24.32,2.9,1.1061235495170774
0,9,1,13.92,2.9,0.8398501634177509
0,9,2,14.81,2.633,1.0122539993352602
0,9,3,13.26,3.1,0.7584652885316819
0,9,5,24.73,3.367,1.0811720612783007
72,9,1,15.1,3.5,0.5937778610892753
72,9,2,19.66,2.7,0.8655450092649044
72,9,3,9.03,3.1,0.8029951131967645
72,9,5,23.23,2.9,1.1926965809184833
168,8,1,13.73,2.7,0.8980701489924308
168,8,2,14.3,2.5,0.8880443741960373
168,8,3,15.45,2.7,0.9618759234790384
168,8,5,24.46,3.233,1.0682123270347315
180,8,1,15.41,2.7,0.9880295963715084
180,8,2,19.22,2.767,0.9130601008915776
180,8,3,13.61,2.7,0.9059648078159609
180,8,5,26.18,3.233,0.9248796402930384
60,9,1,14.27,3.167,0.7296923516429812
60,9,2,17.97,2.7,1.0186494942695299
60,9,3,8.34,3.1,0.76546990330256
60,9,5,24.15,3.033,1.145681031875747
48,9,1,14.0,3.033,0.7376739743141066
48,9,2,17.4,2.767,1.0818799411697415
48,9,3,8.47,3.367,0.6736199664467243
48,9,5,22.31,2.9,1.154351349516179
36,9,1,13.75,3.033,0.7399858790267224
36,9,2,18.47,2.767,1.0901674121073421
36,9,3,9.96,3.3,0.6160222372302558
36,9,5,24.46,2.9,1.202068553086665
84,9,1,15.41,3.3,0.5700178158680814
84,9,2,21.3,2.633,0.9996492101310527
84,9,3,10.14,2.9,0.8741978881651801
84,9,5,22.74,2.967,1.0112780897530773
96,9,1,14.61,3.633,0.5750652009131384
96,9,2,21.81,2.567,1.0211211217835887
96,9,3,10.59,3.167,0.8612633657881729
96,9,5,21.29,2.833,1.1512140293345268
132,9,1,14.6,2.967,0.6661188460184002
132,9,2,24.46,2.5,1.010876365942806
132,9,3,12.04,3.167,0.9080872356222467
132,9,5,21.56,3.033,0.9287326183302239
156,9,1,13.8,3.1,0.6762193129517806
